stars,comment
4.0 out of 5 stars,"









  
  
    
  So far, works perfectly, shredding delicate documents into small, short strips and is not loud at all. All I hate is the switch at the all (set at ON-OFF-REVERSE). That switch is sometimes annoying when I am trying to turn it off, not accidentally on reverse. I wish a Power On button was there instead, THEN a switch for normal shredding and reverse would be fine. However, so far, so good.

  
"
2.0 out of 5 stars,"









  
  
    
  Unit is slow in processing the shredding.  Appears to be underpowered.  Very disappointed as it was highly rated by Amazon.  Not worth the money.

  
"
3.0 out of 5 stars,"









  
  
    
  If you want an inexpensive shredder, this will do the job. I am disappointed with the cross-cut. The cross-cuts are too long and there are too many pieces that are cut length-wise but not cross-cut. I believe the 6 sheets capacity is for 20 lb or less copy paper. Don't expect to cut 6 sheets of statement paper,  the machine bogs down. There are much better cross-cut shredders available but they can be pricey. As the product title states ""AmazonBasics"" is exactly that.

  
"
5.0 out of 5 stars,"









  
  
    
  This is an updated version of the same shredder we bought 3 1/2 years ago. We have been satisfied with the performance of our first shredder, and this one seems to be performing as the first. It’s a good basic shredder that does what you need, without extra features-and cost-of the higher priced models.If you are looking for something that will shred without breaking the budget, this will do the job.

  
"
4.0 out of 5 stars,"









  
  
    
  Very useful shredder. The crosscut feature leaves strips about 2 inches long which is perfectly fine for most home applications. However, those strips are long enough to leave name, address and social security number data intact if one is not careful in how the paper entering the shredder is oriented relative to the number, etc. A shredder that chops paper into tinier flakes would be more expensive but may be a better choice for those with more concerns over privacy. The bin is relatively small and needs frequent emptying. I prefer to reverse the feed briefly before shutting the shredder head off to empty the bin. That move reduces the amount of paper shreds spilled, I find. Credit cards and similar items are no problem but it will NOT shred a CD without jamming. Again, if you propose to shred computer discs, buy a more powerful unit. If I were on the design team for the manufacturer I would make two modifications. First, I would add a handle to the shredder head simply to facilitate removing it from the bin. My second modification would be a unit that stiffens the 3 or 4 inches of the power cord. I have found keeping the cord out of the way when replacing the head on the bin to be the most annoying issue with this shredder. A stiffener would help with that issue. All in all a super little shredder perfectly adequate for home use. It could be better but not by much and, for the money, it's hard to beat.

  
"
2.0 out of 5 stars,"









  
  
    
  I fed 3 to 4 sheets of paper at a time. Which it handled well, until the plastic , yes plastic, guide broke. Then paper would shred, but would build up at the side. I would have to stop regularly and remove the build up. Another guide broke later. I ran no CD's or credit cards. just paper.  Then the motor just died. This was a waste of money. I do not recommend this shredder.

  
"
5.0 out of 5 stars,"









  
  
    
  Just what I needed to quickly and efficiently shred a variety of daily junk mail and various documents containing sensitive information. The collection basket holds a significant amount of shredded paper before it needs to be emptied. The opening between the shredder and the container allows you to see how much paper has been shredded therefore you know when to empty the container The trouble shooting information is very helpful. My shredder became clogged and as instructed I poured some vegetable oil into the opening and waited 30 minutes. The problem was resolved.

  
"
2.0 out of 5 stars,"









  
  
    
  This shredder is functional, but has a very flawed design in taking out the shredded paper. In order to take the shredded paper out, you need to lift up the shredder. Not only it is inconvenient and a bit heavy, it also left many shredded pieces fall out while I am lifting it out. The previous shredder I have had a pull out waste basket without having to take out the shredder

  
"
5.0 out of 5 stars,"









  
  
    
  I bought this for normal shredding and to turn cardboard into compost. It ran smoothly for almost 2 hours of shredding cardboard cut down to around 32"" long and 6"" wide without overheating or jamming. I'm expecting to need to clean it out from time to time due to the glue used in cardboard manufacture, but I've got that figured out. This seems like a hardy shredder at a bargain price.

  
"
5.0 out of 5 stars,"









  
  
    
  I got this shredder to shred cardboard, for composting and to use as bedding for our pets. This does a great job! I’ve already shred several big boxes, and it’s a tough little guy.

  
"
1.0 out of 5 stars,"









  
  
    
  The paper doesn't feed easily. It doesn't take 8 sheets of 20 lb. paper.  It jams easily with regular paper, even at 1-2 sheets at a time.  Constantly pulling stuck shreds at the end of the 3 minute time limit.  I knew this was a home shredder but come on....My last shredder lasted a good 10 years plus.  This lasted a few weeks until it jammed in the on position, constantly running.  Since most had a good experience with this shredder, I can only conclude this was a lemon!  VERY DISAPPOINTED! Returned.

  
"
5.0 out of 5 stars,"









  
  
    
  I purchased this shredder to replace one I had for several years, and am am very pleased with it. It does what a shredder is supposed to do, without any jams or other issues. I'm to paranoid to try shredding 8 sheets at a time, but I have done 6 without any difficulty. My previous shredder had trouble with credit cards, but this one shreds cards without any trouble. I would recommend it.

  
"
5.0 out of 5 stars,"









  
  
    
  Had a couple other brands and this is actually the quietest one so far.  Like the handle on the top part, makes it easy to lift off the top part.  Switch is backwards compared to the other units I have owned, ie. left to turn on, right for reverse mode - that took a little getting used to, but not really a big deal.  Have only had this for 6 or 8 weeks, but as long as it holds up, I'll be happy with it.

  
"
5.0 out of 5 stars,"









  
  
    
  If you have alot of documents, dont shred too many at once. My recomendtion is not more than 3 at a time. 1 if you are shredding a plastic card. (think preapproved credit card offer.) instead of shredding like the machines in the movie argo, when you see how the paper comes out, you tend to think, good luck putting THAT back together...if you have the occasional document to sred, It's not bad. My personal recommendation is to go the extra step and spread the disposal of the documents out over a few loads of trash collection. The only real mistake that cot extra was overnight shipping.When used as directed and occasionally cleaned out, This machine should perform for a LONG time. Just remember: fingers away from it, and turn off and unplug when cleaning out the rollers.

  
"
2.0 out of 5 stars,"









  
  
    
  Very unhappy. I have purchased this item 3 TIMES. The first time it was my fault I put a little too many pages and it got stuck and I could not get the paper out.The second I bought really just stopped working though I bought for our office and we don't shred much stuff and all of a sudden just stopped working. It won't do anything anymore.The third one I bought I have it at home to shred credit card offers and such and now when I set it on the 'auto' setting it won't stop so I have to turn it off every time because if not it will just keep running.The 2 stars is because when it did its job it did it pretty well but it only lasted less then 3 months.

  
"
5.0 out of 5 stars,"









  
  
    
  Having purchased many shredders, in my lifetime, I am very impressed with this shredder.  Although I originally preferred single strip shredders to make bedding for worm composting, since someone I hired to pet sit, allowed my worm composting bin to kill all worms by not feeding them.Anyway, I tried to take a chance at buying a crosscut shredder.  I couldn't be happier with it.  It has clogged only once and since the blades are exposed, it is very easy to rectify the problem.  (Unplug the shredder first.)I have put this shredder through some really tough treatment.  Once, the over heat sensor shut it down for a few minutes.  I do not constantly feed it six sheets at a time as when I do so, it really works hard to be able to take that many sheets at a time.  I recommend 4 at the most.I did spread one, old credit card.  It performed flawlessly.  This is a good match for my huge tumbling composter, along with a kitchen composting bin.

  
"
2.0 out of 5 stars,"









  
  
    
  I got this shreader for my dad, 92. Somehow, the first time he used it he managed to jam it to the point where it will run, but won't take in any paper. (He way over-filled the receptacle.)I've tried running it in reverse. I've tried manually cleaning it out. My attempts to remedy the situation have been unsuccessful. My husband is going to give it a go, so maybe.....Otherwise, I will be returning it. I will update if anything changes.

  
"
2.0 out of 5 stars,"









  
  
    
  I bought this and it was working fine for about 7 months, I put a piece of mail in it that has the promo credit cards (no more than 4 sheets and the plastic card) and it jammed and made mad noise and didn't want it to catch on fire etc, so I stopped using it. I just ordered another of the same exact unit to try it again be ause the price point is good and it got good reveiws..  So a follow up post will be coming. There was no info on returning for a replacment either, I bought it again... Stay tuned.

  
"
5.0 out of 5 stars,"









  
  
    
  I purchased this shredder because of all the publicity about identity theft.  I now shred 10x's more than I used to.  All junk mail that comes in the mail with my name/address or personal info on it gets shredded.  Labels from delivery boxes, envelopes, etc. all get shredded.  I like the cross cut feature because I believe it gives another layer of protection.  So, it has only jammed once (due to my fault).  Good purchase at a reasonable price.

  
"
5.0 out of 5 stars,"









  
  
    
  This is my second Amazonbasics shredder.  They are built to last but I know from experience  you can abuse them to the point of failure.  It takes a few years but it's doable.  The minor faults the first unit had have been totally corrected.  The shredder is quiet!  The basket is easy to remove and slides back in very easily and there is an idiot light to remind you to empty the bin!  Definitely recommend for the home office.

  
"
1.0 out of 5 stars,"









  
  
    
  This thing is horrible is you have a large load. It keeps wrapping paper around on the left side, and even though I purchased a warranty - because it's under a year, I got lousy service calling Amazon basics customer service. The lady I spoke with was very nasty, wouldn't listen to what I was telling her on why it wasn't working right. Then she said she'd replace it, but I have to ship back at my expense.  For a $37 shredder - I'm not paying to ship it back. I'll chalk it up to a bad buying decision, but I would not buy this product.

  
"
5.0 out of 5 stars,"









  
  
    
  I have had this for several months and wanted to wait before reviewing. I had bought another brand of shredder before this one but returned it after a few weeks. It got loud and started not shredding correctly. This one has been great. Very quiet, easy to move around, and can run for 10 or 15 minutes without a problem. Very happy with this product.

  
"
4.0 out of 5 stars,"









  
  
    
  This is my first shredder. I pruchased it yesterday based on the Amazon brand value and it proved it to be worthy. I had a bulk of envelops accumulated for more than a year and the moment this shredder arrived home, I shred almost all of them in less than 30 mins. The shredder was in continuous operation but on and off in between the paper feed. It didn't overheat or shutoff. I liked the pace it takes the paper in. It was pretty fast. The cross cut size of paper is small enough not to leak any confidential information. The only issue I see so far is there are bits of papers stuck in between the shredder teeth which is not clean after the operation. But I think it eventually is going to drop in my next feed. Also the noise level is a little high. Overall this is a good product and I recommend worth a try.

  
"
5.0 out of 5 stars,"









  
  
    
  Shreds multiple pieces of paper (within reason) with ease.  I tried to shred a credit card with it, but the machine jammed; however, the reverse function ejected the card from the shredder.  Turns out the credit card had some kind of metal inside layer, couldn't even cut it with a pair of heavy-duty kitchen shears.  So kudos to the shredder for the ability to reverse out of a jam!  Highly recommended.

  
"
1.0 out of 5 stars,"









  
  
    
  I purchased this item in Feb. 2018 , after 6 months it would not work, after I called Amazon they said I needed the receipt in order to get warranty repairs which I could not find. They then told me I could send it back for repair but I was responsible for shipping and repair. After checking it out myself I found the plastic part of the trash can did not make contact with the safety switch. I repaired it and it worked for awhile however now it is completely dead.

  
"
5.0 out of 5 stars,"









  
  
    
  I was a bit hesitant with some of the reviews out there but let me share my experience. Found five years of old utilities, benefits and insurance documents that I needed to destroy. I would clear out a folder then shred what was not needed. I was able to do this for 2 hours with no overheat issues. I wasn't going super fast but it was a pretty good pace.  The light came on and after 30 minutes I was able to jump back into it and do another hour of shredding. The overheat light never came on. Would highly recommend!!! 6 pages may be a stretch as I found four pages or less worked optimally.

  
"
1.0 out of 5 stars,"









  
  
    
  I bought this shredder in July of 2019, I went to shred four pieces of paper and i look over and it starts to smoke, I threw it out the back door then in the trash bin and you can guess where it was made China what else is new.

  
"
5.0 out of 5 stars,"









  
  
    
  This shredder gets an A+ rating from me!I wanted a shredder to shred personal documents and cross cut was the best way to go, at least for an at-home job. I have sacks of papers to shred since I cleaned out my files and there isn't any place in town that does shredding. I checked Amazon and this one came up.I've had it for awhile now and have yet to have it shut down because of overheating or jam because too many pages were thread through. I've even shredded unopened envelopes without a problem.  I've had shredders at work that cost a lot more than this one that didn't do near as good a job. Yes, I'm talking brand names.Although I don't see having to replace this shredder any time soon, when I do it will be with another one just like.

  
"
5.0 out of 5 stars,"









  
  
    
  Great little shredder for light duty home use. Just be aware that if you run it continuously for a long period of time it will overheat and shut down. I was shredding a several inch high stack of paper that I had set aside waiting for the shredders arrival and I ran it for over an hour straight. It finally shut itself down. If you just wait for a while for it to cool off it will start working again. I also would advise to not push the 6 sheet limit. Some paper stock is much heavier than others so if you are shredding heavy paper, don't try 6 sheets. Now that I have made it through that big stack this shredder will easily handle the occasional few sheets that a normal day should bring. Good price, good little shredder. Don't forget shredder oil.

  
"
5.0 out of 5 stars,"









  
  
    
  A lot quieter then I thought it would be. Works amazing, we are not shredding papers for too long but we do have a decent amount of papers to shred. Normally I use it for 30 minutes or less at a time but I have used it for up to an hour straight and it hasn’t over heated on me yet. Handles credit card no problem as well as 12-14 sheets at a time. I never really like to max out my electronics if I can help it but for normal use it’s definitely great!

  
"
3.0 out of 5 stars,"









  
  
    
  The paper shredder really comfortably shreds 4 sheets of paper rather than 6.  Every once in a while you have to reverse the shredder to clear paper shreds that get stuck in the blades.  You also have to physically pick out stuck pieces of paper and be careful not to cut your fingertips on the blades.  It's gotten stuck a few times when I've inserted 6 sheets of paper, and then I played tug-of-war to get the sheets out along with reversing the flow...eventually it came out, but with frustration.  The product works fine for the cost so long as you don't put more than 4 sheets of paper in to shred...and keep it aligned while it eats the paper, otherwise the paper folds on itself, and you have double the paper sheets on the edges.

  
"
3.0 out of 5 stars,"









  
  
    
  It's quieter than my old shredder that recently bit the dust.  It seems to work fine but in my opinion the paper cuts are are too big.  Easy to make out information if someone actually tried to piece things together.  Odds are that no one is going to but,  since the idea is to shred personal information to make it illegible,  I would not say this fits my expectations as a secure product.

  
"
5.0 out of 5 stars,"









  
  
    
  Been using this for a month already. No hiccups; easy to use. Also get the lubricating sheets AmazonBasics sells to maintain it. I honestly don’t know why the instruction manual mentions using oil to lubricate the machine and doesn’t mention the lubricating sheets, since AmazonBasics sells them. Oh well, their lost...Oh, it also is loud (unfortunately I haven’t tested other shredders to compare it to), so maybe invest in a pair of ear protection muffs (less than $20 on Amazon) if you plan on shredding a lot. You’ll thank me when you’re older that you got to keep your hearing ;)

  
"
5.0 out of 5 stars,"









  
  
    
  We've owned shredders before, and have always been disappointed with the purchase.1.  This shredder is very quiet, which was a pleasant surprise.2.  This thing is a beast.  I purposely tried to get it to go into a cool down cycle, but it never happened.  Between my wife and I, we spent 5 hours shredding documents.  No problem at all.3.  The unit has caster wheels, but is light enough to pick up and carry.4.  It is NOT a fast shredder.5.  The feeding area can be a little tricky at first.  But ince you get used to it, not a problem.

  
"
5.0 out of 5 stars,"









  
  
    
  Had this machine for a few months now and it is still working great. I am so glad I took a chance and purchased this machine over more expensive competitor's. I have not shredded 15 sheets at a time, but the machine is quite powerful/good quality. I am happy with this purchase and would recommend to others. Get the affordable protection plan just in case!

  
"
1.0 out of 5 stars,"









  
  
    
  Absolute hunk of junk, it will not draw the paper in. It chews on the edges. Once in a great while it will suck a sheet into the teeth. I have given up on trying to make it work anymore. I am going to buy a name brand like my other shredders.

  
"
5.0 out of 5 stars,"









  
  
    
  Wow! LOVE IT! Pretty impressed- came RIGHT away- maybe even one day! Came ready to go- so easy- plugged in and started using it. It got jammed once because we stuck thick envelope and then something else same time- silly of us- then we reversed it and shut it off and it started working again. It is easy to dump, very small - maybe the size of like a small kitchen garbage can (not the size of a medium and not the size of an extra small one you see in bathrooms- in between).It is perfect for home use- probably not good for big offices- just for me when I pay bills etc. It fits right next to me, nice long cord, black and streamline- they did a great job here. I mean really.Does credit cards too!If you have college age kids- buy them one and ship it to school (tell them to be careful not to get finger or hair stuck etc.) First thing I did was teach my 10 year old how to use it- even though I won't let her- in case she sees it behind my back and tries (as she does other items in house). I wanted her to know exactly how to use it in case. She has a healthy fear now.

  
"
5.0 out of 5 stars,"









  
  
    
  This has worked well for about 6 months so far.  It handles several sheets of paper or envelopes at once with no problem.  It has had no trouble with credit cards either.  Occasionally it will jam if one of the kids feeds it too much, but the paper is easily cleared.  There's no reason to spend more IMO.

  
"
5.0 out of 5 stars,"









  
  
    
  I am very pleased with this shredder. It meets the requirements for my working from home. It sits in a corner until I need it, then rolls very easily on the tile to the closest outlet. Easy to empty. My one concern is the very remote possibility that if you store it where children could access it, they could figure out how to feed the power cord into the shredder and shred it.

  
"
3.0 out of 5 stars,"









  
  
    
  The machine works well when used as intended - lightly and infrequently.  - Beware to put only 1 - 3 sheets of paper at any time. If you have an 8.5"" x 11"" sheet and do not place it carefully, edges will fold, creating double the width.  - The motor is not intended to be used for extended periods of time. Shredding for about 3 minutes will strain it's limits. If you tend to stack up and shred all at once, consider a higher powered (read: more costly) machine or be prepared to take your time. Run for about 3 minutes and give the motor another 3 - 5 minutes rest before continuing so the motor has time to cool.

  
"
4.0 out of 5 stars,"









  
  
    
  This handles heavy duty shredding for much less than other brands.  It easily can handle shredding 15 sheets at once.  It is a bit loud but not excessive.  The toggle buttons to shred/turn off/reverse are a bit clunky but it does the job I needed it to do.

  
"
4.0 out of 5 stars,"









  
  
    
  It’s a cross cut paper shredder. Not complicated. Keep it to 8 sheets or less. Respect that card stock counts as 5 sheets and watch it go. I cleared a large pile of receipts and other docs 10 minutes at a time in no time at all. Mostly I do this in the morning while the coffee is brewing. It’s easy and sort of satisfying to watch them get chewed into confetti.

  
"
5.0 out of 5 stars,"









  
  
    
  I took a chance on buying a product like this from Amazon because you don't really know if it will work well or do what you need it to do. I was happy to find that it's very easy to set up and use and fairly quiet when it operates. The credit card shredder works well. This was a good bargain for the average consumer like me. Don't know yet if it will last in the long term or under heavy, daily use, however.

  
"
1.0 out of 5 stars,"









  
  
    
  I contacted Amazon on Feb. 28 via chat about the failure of the motor in this product, and requested someone higher up contact me after a dismal exchange with a slacker chat rep. Still waiting. I will not buy an Amazon branded product again,as this is a lesser quality for the money than the one I should have purchased. The motor stopped working twice, not from overheating, not from overloading, it just stopped working when I shredded three store receipts! I did not receive a warranty card in the packet of documents, which I still have in the original plastic bag, and so was told they cannot help me. Clearly my purchase record is in my account and the rep knew it was still under warranty. I want either this product repaired or replaced. I only use it two or three times a month, for home use. I bought it April 2018. Shame on Amazon for not standing behind their own branded products. I buy a lot off Amazon, also for my office, but this was the first Amazon branded product and will be the last unless Amazon makes this right. Its been almost a month since I requested help and my guess is that this so-called customer service rep did not bother to move my request up the line. He doesn't belong in customer service in my opinion.

  
"
1.0 out of 5 stars,"









  
  
    
  After using machine for 15 minutes, papers got stuck.  It has not worked since☹️.  This purchase was a waste of my money.  There is a limit of no more than 8 sheets of regular sized paper in at once.  I tried to shred less than that and broke the machine. Amazon basics is not worth the minimal cost.

  
"
3.0 out of 5 stars,"









  
  
    
  A good friend of mine needed a paper shredder and this came to recommendation for him. I've never seen him use it or never even have seen it in his house, so I can't say a lot about noise factor or ease of use. As long as he's had it, he hasn't said anything to me about it; so I'm guessing it works well with his expectations In the future if he needs another for whatever cause, I'll cross that bridge when I get there.

  
"
5.0 out of 5 stars,"









  
  
    
  I got my shredder just in time for the end of the year paperwork clear out. The shredder worked well for up to 6 sheets of paper and cuts the pages into small bits. I found it easiest to stuff the pages in folded in half as the opening is wide enough to put a whole sheet in but just barely. With the pull of the wheels the paper tends together dragged to one side or the other. My concern was it may jam it up. However since this isn't an industrial strength shedder I am still most happy with its performance. I'm very happy with the price and performance of this shredder.

  
"
3.0 out of 5 stars,"









  
  
    
  I had a bunch of documents to clean up and decided to get this cross-cut shredder instead of my old straight cut one. After less than 5 minutes of use, I got the first ""overheated"" issue. The machine just shut down without any warning. I couldn't find out what's going on so I just let it sit for 10 minutes and then it cooled down and came back to life. And then, another 5 minutes, it shut down again. That is VERY ANNOYING. I knew I had a lots of papers to shred but that shouldn't be any issues - every 5 minutes to wait for another 10-15 minutes of cool down time is not okay! I had to switch between my old machine and this new one (while waiting for it to cool down) so I could finish my shredding job.The pros of this machine, I have to be fair, is that the price is cheap and it does the cross-cut function right.Now since I cleaned up my batch of shredding, I will not accumulate too much to do at once. With less to shred, I assume it will not get over-heating too much or too often. I'm going to give it another chance before I return it. We will see.

  
"
5.0 out of 5 stars,"









  
  
    
  I've been very happy with this product.  I had piles and piles of bills on top of my old dead shredder that I needed to get through.  The instructions talked about limiting the run time to prevent overheating, so I was a little worried about the sturdiness of the product.  That said... after using it for a few minutes, it's clear that this is a sturdy/quality product.  I was able to get through mountains of old bills in no time.  This product is much better built than my previous $100+ shredder.

  
"
4.0 out of 5 stars,"









  
  
    
  My old strip shredder died and I ordered this one. I love that I got it in 2 days and didn't build up a big back log of stuff to shred. At first I was disappointment about how small the catch basin is but the cross cut shredding takes much less room and more paper is in this small basin than went into the larger one on the strip shredder, Only complaint is that it really does not like more than two sheets at a time, It shreds but slowly and the motor complains while doing it. I suspect heavy use would wear it out very quickly but it is perfect for my home use.

  
"
5.0 out of 5 stars,"









  
  
    
  Out of the box, I tried to use it without reading the manual!!  Silly me as I was using the reverse button but once my IQ kicked in, it works well.  Small enough to fit under the desk and out of sight and is perfect for home use.  I live in a condo community with a community dumpster so really needed to shred personal stuff out of concern that something might be picked up by the nosey types - here is always one of those around!

  
"
3.0 out of 5 stars,"









  
  
    
  The shredder was great- when it worked. It would stop after ten minutes of use and would often return to functioning after twenty- four hours. Within a month of this behavior, it stopped working entirely. Three months late- I was about to toss it- it began to work again. But I had to hit it with my palm first. I don't know why, but it worked. Until it didn't. I think if you use it once a week, say for your average mail delivery, you might be okay for a longer period of time, but if you want to use it to shred annual documents, i.e. you no longer need them for taxes, then its not the shredder for you.

  
"
5.0 out of 5 stars,"









  
  
    
  Trying to decide between this one and the 8 sheet?  Just get this one and save lots of headache.  We had the 8-sheet for three years, and it would constantly overheat.  You couldn't even shred a wastebasket worth.  It would take days to get through the previous years statements and paperwork. I did it in two hours with this one.

  
"
4.0 out of 5 stars,"









  
  
    
  Cleaning out old files and bought this shredder to deal with lots of sensitive medical and business information.  Two full cabinet drawers done with 8 more to go.  This thing works great and is taking care of business...

  
"
5.0 out of 5 stars,"









  
  
    
  After 2 years it finally died.  I still give it 5 stars because I put it through the ringer.  In addition to the normal bank documents and anything with personal information on it I also I shred a lot of cardboard (thanks Amazon!), brown packing paper, and non-color ink paper to go into my compost bin.After 2 years of heavy use the motor finally gave out on me.  It happened when I was doing a big run of brown paper and I didn't allot for cool down time so it may have even lasted longer than this if I didn't push it so hard.If you're just looking for a standard home use shredder, this thing can't be beat.  I'll probably be picking up another one just because the price is so good and I bet I can get the next one to last even longer with a little added TLC.

  
"
5.0 out of 5 stars,"









  
  
    
  I gave this shredder a workout for three days after I received it, shredding 15 years of documents for myself and a relative. The device is what it says it is - basic - and with that in mind it deserves 5 stars. It consists of a removable shredder head that sits on top of a wastebasket. The head has a handle so you can lift it off and empty the wastebasket. There is a narrow slit under the handle where the paper goes, which is a nice design because it means the shredding mechanism is inaccessible to little fingers.It is smarter than it looks, because if you put the head on backwards the machine recognizes the misfit and won't operate. It also has a heat sensor. A couple of times the light came on and the machine refused to do anything until it cooled down. That's a nice feature because it will prevent the motor from burning out. It was lighter than I expected. Along the way I came across an expired credit card and shredded that as well.This device is billed as an 8-sheet shredder, but I wouldn't push it. It strains noticeably with 8 sheets, and I fed it 2 to 4 sheets at a time. If you really need to be able to shred that much at a time for long periods, get a bigger model.

  
"
1.0 out of 5 stars,"









  
  
    
  I bought the more expensive shredder for home use.  We didn't have a lot of things to shred and used it exactly three times for about a half hour each.  The shredder is only about two weeks old.  Then it just stopped working.  We let it sit for a while to see if it just needed to cool off but there is no power at all.  Very disappointing.  Then when I started a return it said that we have to pay freight to return it even though it's obviously defective.  It is heavy and I can't imagine what it will cost to return it.  Don't waste your money on this shredder.

  
"
2.0 out of 5 stars,"









  
  
    
  This shredder did not get anywhere near my expectations. It overheats and clogs up even with less than the advertised 6-sheet capacity. After less than two months 'gentle' use it only operates on one side. After talking to their customer service I was told to unclog it by picking the clogged paper from the shredder. Dhurr !!!! This I had already done........ it still only shreds maximum three sheets at a time for a limited number before it overheats and stops for 30 minutes. Now waiting for the Customer service to offer money back or a new  shredder in the hope that this was a lemon.

  
"
2.0 out of 5 stars,"









  
  
    
  Much smaller than I expected.  When they say 6 sheets, they mean it, no more.  With 6 sheets of standard printer paper, it bogs down and sounds like its about to stop.  When it jams, and it will, its almost impossible to get the jam out.  The cross cut leaves larger pieces of paper than I would like.  After shredding about 30 pages, it overheated.  Have to wait 30 mins before continuing.  Would not buy again.

  
"
5.0 out of 5 stars,"









  
  
    
  Great for personal junk mail or other documents that need destroying.  Order the Fellowes Performance Oil to keep in lubey; not lubricating the metal teeth can cause this thing to break, I guess, and if you aren't squirtin' juice in there the warranty will be voided.*note: I am dumb and ignored instructions to only put paper material in, and wanted to see what it'd do with a semi-plastic envelope.  Clogged immediately.  I was able to (after unplugging) pull out all the plastic and get it going again, but.. yeah... only paper. :)

  
"
3.0 out of 5 stars,"









  
  
    
  I work from home and this is perfect for destroying documents such as bills, personal information etc.  the cross shredding makes it basically impossible to put the pages back together again.  The one issue I have is that after a few years when I have it in ""automatic"" mode it continues to run even after it finished shredding the pages.  I have the oil the recommended to keep it lubed up and that doesn't help.  So now I just use the on / off feature.  But it's a GREAT shredder for the price.

  
"
3.0 out of 5 stars,"









  
  
    
  It looked bigger in the picture.  It's not pocket size, but smaller.  Perfect for a small office space in your home, doesn't take up a lot of space.  Added a medium garbage bag for paper collection and plugged it in.  Fed it 5 sheets at once right off the get-go and it worked fine.  It does not have a drawer to pull out to empty, so you have to remove the power head/cutter to perform this function.  Not a big deal, but the power head sits very snug into the can.  The power head has a built in hand hold to pull it up and away which automatically turns off the unit.  No need to unplug while cleaning the can out.  Good and handy unit, didn't regret it.

  
"
4.0 out of 5 stars,"









  
  
    
  It's a typical light duty shredder. It overheats and shuts down for a while after a few dozen passes. That can mean a couple hundred sheets of paper, 5-6 at a time, or a few dozen sealed envelopes. Don't expect it to last for years and years before the sensor gives out, but most low end shredders don't.The unit is remarkably similar to the units you'll find at $40-60 at a typical office supply store. You can think of it as incentive to get Amazon Prime, as it's only a bargain if you get free shipping or if it saves you a special trip to the office supply store.Of note, this is a cross cut shredder, not a confetti shredder. With strips that are about 1.5 inches long, that puts it between strip and confetti shredders. The shreddings aren't as compact as with a confetti shredder, and you can't mix these strips in with cat litter or otherwise repurpose the shreddings as easily as with a confetti shredder. Amazon does have a confetti shredder for a bit more that also allows longer shredding sessions without overheating. Consider that if you want to get creative with recycling or if you'll be doing heavier loads. But if all you're after is shredding the occasional bank mailing or credit card, this unit will suit you well.

  
"
5.0 out of 5 stars,"









  
  
    
  It is small, not heavy. I was able to shred a fair amount of papers before i had to clear out the bin. Sometimes it just stops shredding, so I turn it off, put it in reverse mode, pull out the paper that is stuck in there, and then go back to shredding mode. so far so good. I have had this for 1 month or so. I have use it for 5-15mins on a given day, say 1x/week. I have not tried shredding ATM cards. I have never had the too hot sign light up so I wonder if that is why the shredder stops shredding sometimes, but within 2 secs, it is shredding again. I have used the associated shredder lubricant paper - I have not owned a shredder before to say that it is needed or not, but it was recommended. Seems sort of economical. Would I buy this again and/or recommend it - at this stage of ownership yes to both questions.

  
"
5.0 out of 5 stars,"









  
  
    
  I was surprised at the price of the products, but it was well worth it for a good price. Amazon Basics products are a really good brand. This has a reverse and forward button to slide. You can lock it. It's easy to physically take the top off by moving it to empty contents out. It look like a mini trash can, so it blends in well with the room. I've used it a couple of times so far and it hasnt broke, even on hard cased credit cards.

  
"
5.0 out of 5 stars,"









  
  
    
  It was easy to figure it out how to start using it! Like any other shredder it makes noises! It’s very safe, I let my younger son shredding the papers for me. I’ve been using for 1 week, I just got papers stuck once!

  
"
5.0 out of 5 stars,"









  
  
    
  I had an older and larger model 12 page cross cut amazonbasics clearview shredder that I retired for this one. Just got it today and it operates smoothly, takes less room, and costs less than a replacement of the other. I really love the new design that enables me to lift the shredder assembly vertically to discard the shreds. Its lighter weight is a real plus, too. I am very happy with it.

  
"
2.0 out of 5 stars,"









  
  
    
  Ordered certified amazon warehouse deal. The producer arrived with a section of the can broken. This particular section depresses the safety feature on the shredder that allows it to run. As you can see in the photos , I had to modify the bin in order to make it work. Does anyone look at the condition of items before sending out?

  
"
2.0 out of 5 stars,"









  
  
    
  For the cost, I am relatively satisfied. This is being advertised as an 8 sheet capacity shredder. In reality, it can handle 3-4 sheets of uncoated 20lb matte printer paper at a time without making a high whining sound and smelling like the motor is overworking itself. I also had to take frequent breaks as it overheated regularly. I had a 5"" stack of papers to shred and was expecting to take a few breaks, but I was forced to take over ten breaks lasting at least ten minutes each so that the shredder could cool down again. Also, when I tried to shred 6 sheets, the shredder jammed and would not reverse and I spent over 40 minutes fixing this issue.

  
"
4.0 out of 5 stars,"









  
  
    
  This paper is heavy duty, and seems like it will last a long time. It does a pretty good job shredding but sometimes I can see a whole line of text. I still think it’s a good shredder though compared to the last one I had, which could only do eight sheets max. I also wish that it was not necessary to completely remove the top of the shredder to empty the bin.

  
"
